anno,provincia,comune,tipo_di_strada,condizioni_meteorologiche,natura_incidente,morti_entro_30_giorni,feriti,Ora,tipo_di_strada_txt,Ora_formattata
24,62,38,2,1,4,0,2,16.0,Doppio senso,16:00
24,12,50,2,1,5,0,1,16.0,Doppio senso,16:00
24,23,27,2,1,4,0,3,17.0,Doppio senso,17:00
24,30,6,2,7,2,0,1,17.0,Doppio senso,17:00
24,15,189,1,1,4,0,1,18.0,Senso unico,18:00
24,93,37,2,1,4,0,2,18.0,Doppio senso,18:00
24,16,28,2,1,10,0,3,18.0,Doppio senso,18:00
24,65,3,2,1,6,0,1,18.0,Doppio senso,18:00
24,77,20,2,1,1,0,1,18.0,Doppio senso,18:00
24,20,27,2,1,2,0,2,19.0,Doppio senso,19:00
24,65,99,1,1,3,0,3,19.0,Senso unico,19:00
24,21,10,1,1,4,0,1,19.0,Senso unico,19:00
24,23,37,2,1,10,0,1,19.0,Doppio senso,19:00
24,58,18,2,1,4,0,1,19.0,Doppio senso,19:00
24,65,67,2,1,2,0,5,19.0,Doppio senso,19:00
24,108,29,2,1,5,0,1,19.0,Doppio senso,19:00
24,32,1,2,7,10,0,1,20.0,Doppio senso,20:00
24,108,1,2,1,2,0,1,0.0,Doppio senso,00:00
24,26,21,2,1,10,0,1,2.0,Doppio senso,02:00
24,32,6,2,1,2,0,1,5.0,Doppio senso,05:00
24,58,86,2,7,1,0,1,6.0,Doppio senso,06:00
24,68,12,2,1,2,0,2,6.0,Doppio senso,06:00
24,108,39,2,1,5,0,1,6.0,Doppio senso,06:00
24,23,43,2,1,2,0,1,6.0,Doppio senso,06:00
24,30,80,2,1,2,0,1,6.0,Doppio senso,06:00
24,15,189,3,1,4,0,3,7.0,Due carreggiate,07:00
24,15,60,2,1,2,0,2,7.0,Doppio senso,07:00
24,61,86,2,1,4,0,1,7.0,Doppio senso,07:00
24,65,79,2,7,2,0,1,8.0,Doppio senso,08:00
24,109,35,2,3,8,0,1,8.0,Doppio senso,08:00
24,60,3,2,1,4,0,2,9.0,Doppio senso,09:00
24,17,195,2,1,5,0,2,9.0,Doppio senso,09:00
24,59,32,2,7,2,0,2,10.0,Doppio senso,10:00
24,54,18,2,1,10,0,1,13.0,Doppio senso,13:00
24,60,60,2,1,6,0,1,13.0,Doppio senso,13:00
24,61,52,2,1,5,0,1,13.0,Doppio senso,13:00
24,27,35,2,1,10,0,1,14.0,Doppio senso,14:00
24,60,52,2,1,5,0,1,14.0,Doppio senso,14:00
24,21,39,2,1,1,0,3,14.0,Doppio senso,14:00
24,44,23,2,1,2,0,4,14.0,Doppio senso,14:00
24,97,21,2,1,5,0,1,15.0,Doppio senso,15:00
24,58,74,2,1,2,0,1,15.0,Doppio senso,15:00
24,17,151,2,1,2,0,1,15.0,Doppio senso,15:00
24,16,168,2,1,5,0,1,15.0,Doppio senso,15:00
24,30,118,1,1,4,0,2,15.0,Senso unico,15:00
24,26,88,2,1,10,0,1,16.0,Doppio senso,16:00
24,17,65,2,1,1,0,5,16.0,Doppio senso,16:00
24,9,57,2,1,6,0,2,16.0,Doppio senso,16:00
24,21,4,2,1,2,0,2,17.0,Doppio senso,17:00
24,23,76,2,1,5,0,1,17.0,Doppio senso,17:00
24,28,45,2,1,2,0,1,17.0,Doppio senso,17:00
24,26,22,2,1,2,0,1,17.0,Doppio senso,17:00
24,41,54,2,1,4,0,1,18.0,Doppio senso,18:00
24,68,21,2,1,5,0,1,18.0,Doppio senso,18:00
24,58,9,1,1,5,0,1,18.0,Senso unico,18:00
24,11,27,3,1,5,0,1,18.0,Due carreggiate,18:00
24,89,1,2,1,2,0,1,19.0,Doppio senso,19:00
24,12,26,2,1,5,0,1,19.0,Doppio senso,19:00
24,108,19,2,1,2,0,1,20.0,Doppio senso,20:00
24,15,86,2,7,1,0,3,20.0,Doppio senso,20:00
24,108,48,2,1,2,0,1,20.0,Doppio senso,20:00
24,41,67,1,1,2,0,2,20.0,Senso unico,20:00
24,65,120,2,7,10,0,3,21.0,Doppio senso,21:00
24,20,2,2,1,2,0,1,21.0,Doppio senso,21:00
24,20,31,2,1,3,0,1,22.0,Doppio senso,22:00
24,63,77,2,1,8,0,1,22.0,Doppio senso,22:00
24,23,71,2,1,10,0,2,23.0,Doppio senso,23:00
24,42,6,2,1,2,0,2,0.0,Doppio senso,00:00
24,87,7,2,1,10,0,1,0.0,Doppio senso,00:00
24,22,253,2,1,2,0,2,2.0,Doppio senso,02:00
24,23,94,3,1,10,0,1,4.0,Due carreggiate,04:00
24,63,34,2,1,2,0,1,6.0,Doppio senso,06:00
24,65,7,1,1,12,0,2,6.0,Senso unico,06:00
24,16,170,2,7,2,0,1,7.0,Doppio senso,07:00
24,15,195,1,1,5,0,1,7.0,Senso unico,07:00
24,13,23,2,1,5,0,1,7.0,Doppio senso,07:00
24,20,66,3,2,5,0,1,7.0,Due carreggiate,07:00
24,64,30,2,1,8,0,1,7.0,Doppio senso,07:00
24,56,45,2,1,2,0,2,7.0,Doppio senso,07:00
24,10,13,2,7,5,0,1,7.0,Doppio senso,07:00
24,15,19,3,1,3,0,1,7.0,Due carreggiate,07:00
24,65,50,2,1,4,0,1,7.0,Doppio senso,07:00
24,8,8,2,1,4,0,2,7.0,Doppio senso,07:00
24,16,143,2,1,4,0,1,7.0,Doppio senso,07:00
24,108,40,2,1,2,0,1,8.0,Doppio senso,08:00
24,15,85,2,1,4,0,1,8.0,Doppio senso,08:00
24,98,46,2,1,2,0,1,8.0,Doppio senso,08:00
24,64,36,2,1,6,0,1,8.0,Doppio senso,08:00
24,61,30,2,1,1,0,2,9.0,Doppio senso,09:00
24,41,44,2,1,3,0,1,9.0,Doppio senso,09:00
24,16,153,2,1,2,0,1,10.0,Doppio senso,10:00
24,64,46,2,1,5,0,1,10.0,Doppio senso,10:00
24,76,36,2,1,3,0,2,10.0,Doppio senso,10:00
24,23,30,2,1,2,0,2,11.0,Doppio senso,11:00
24,56,39,2,1,2,0,3,11.0,Doppio senso,11:00
24,60,73,2,1,8,0,1,12.0,Doppio senso,12:00
24,61,2,2,1,4,0,2,13.0,Doppio senso,13:00
24,20,60,2,7,10,0,1,13.0,Doppio senso,13:00
24,17,68,2,1,5,0,2,13.0,Doppio senso,13:00
24,58,26,2,1,4,0,1,14.0,Doppio senso,14:00
24,65,14,2,1,2,0,1,14.0,Doppio senso,14:00
24,16,75,2,1,2,0,2,14.0,Doppio senso,14:00
24,22,205,2,1,1,0,2,14.0,Doppio senso,14:00
24,87,7,2,1,4,0,1,14.0,Doppio senso,14:00
24,83,11,2,1,10,0,1,15.0,Doppio senso,15:00
24,92,9,1,1,3,0,1,15.0,Senso unico,15:00
24,15,206,2,1,2,0,1,15.0,Doppio senso,15:00
24,14,54,2,1,4,0,1,16.0,Doppio senso,16:00
24,84,24,2,1,10,0,1,16.0,Doppio senso,16:00
24,44,29,2,7,10,0,1,16.0,Doppio senso,16:00
24,55,22,2,1,8,0,1,16.0,Doppio senso,16:00
24,66,71,2,1,10,0,1,16.0,Doppio senso,16:00
24,89,11,2,1,2,0,2,17.0,Doppio senso,17:00
24,14,8,1,1,5,0,1,18.0,Senso unico,18:00
24,58,9,2,7,5,0,1,18.0,Doppio senso,18:00
24,15,113,2,1,6,0,1,18.0,Doppio senso,18:00
24,65,50,2,1,2,0,1,18.0,Doppio senso,18:00
24,44,11,2,1,2,0,1,18.0,Doppio senso,18:00
24,109,2,2,1,2,0,1,18.0,Doppio senso,18:00
24,15,157,2,1,5,0,1,19.0,Doppio senso,19:00
24,108,46,2,1,2,0,3,19.0,Doppio senso,19:00
24,58,71,2,1,1,0,2,19.0,Doppio senso,19:00
24,109,17,2,1,4,0,1,19.0,Doppio senso,19:00
24,31,6,2,1,5,0,1,19.0,Doppio senso,19:00
24,58,7,2,1,10,0,2,19.0,Doppio senso,19:00
24,82,70,2,7,6,0,1,19.0,Doppio senso,19:00
24,63,25,2,1,2,0,2,20.0,Doppio senso,20:00
24,15,116,2,1,8,0,1,22.0,Doppio senso,22:00
24,15,205,3,1,4,0,1,23.0,Due carreggiate,23:00
24,21,8,2,1,2,0,4,0.0,Doppio senso,00:00
24,63,34,3,1,8,0,1,5.0,Due carreggiate,05:00
24,76,98,2,1,10,0,1,5.0,Doppio senso,05:00
24,42,12,1,2,8,0,1,5.0,Senso unico,05:00
24,63,34,3,1,6,0,1,6.0,Due carreggiate,06:00
24,84,34,2,1,10,0,3,6.0,Doppio senso,06:00
24,58,70,2,1,5,0,1,6.0,Doppio senso,06:00
24,77,15,2,1,8,0,1,7.0,Doppio senso,07:00
24,65,133,2,1,4,0,2,7.0,Doppio senso,07:00
24,58,22,2,7,3,0,1,8.0,Doppio senso,08:00
24,76,13,2,1,4,0,1,8.0,Doppio senso,08:00
24,88,5,2,1,2,0,1,8.0,Doppio senso,08:00
24,20,35,2,2,3,0,1,8.0,Doppio senso,08:00
24,56,57,2,1,8,0,1,8.0,Doppio senso,08:00
24,64,104,2,1,10,0,2,8.0,Doppio senso,08:00
24,18,15,2,2,3,0,1,8.0,Doppio senso,08:00
24,108,44,3,1,4,0,3,9.0,Due carreggiate,09:00
24,14,76,2,1,3,0,1,10.0,Doppio senso,10:00
24,26,15,2,1,2,0,2,11.0,Doppio senso,11:00
24,64,30,3,1,2,0,2,12.0,Due carreggiate,12:00
24,42,2,1,1,6,0,2,12.0,Senso unico,12:00
24,95,59,2,1,4,0,1,13.0,Doppio senso,13:00
24,87,7,1,1,4,0,3,14.0,Senso unico,14:00
24,58,26,2,1,5,0,1,14.0,Doppio senso,14:00
24,61,104,3,1,4,0,2,15.0,Due carreggiate,15:00
24,21,39,2,1,10,0,1,15.0,Doppio senso,15:00
24,92,108,3,1,4,0,3,15.0,Due carreggiate,15:00
24,18,4,2,1,3,0,2,15.0,Doppio senso,15:00
24,16,246,2,1,2,0,1,15.0,Doppio senso,15:00
24,56,36,2,1,1,0,1,15.0,Doppio senso,15:00
24,94,2,2,1,2,0,1,15.0,Doppio senso,15:00
24,60,22,2,1,2,0,1,15.0,Doppio senso,15:00
24,9,1,2,1,4,0,1,16.0,Doppio senso,16:00
24,16,237,2,1,1,0,1,16.0,Doppio senso,16:00
24,19,21,2,1,3,0,2,17.0,Doppio senso,17:00
24,14,2,2,1,2,0,2,17.0,Doppio senso,17:00
24,21,46,2,1,2,0,1,17.0,Doppio senso,17:00
24,25,74,2,1,3,0,1,18.0,Doppio senso,18:00
24,111,96,2,7,3,0,1,18.0,Doppio senso,18:00
24,22,6,2,1,4,0,1,19.0,Doppio senso,19:00
24,15,221,2,1,1,0,3,19.0,Doppio senso,19:00
24,26,59,2,1,2,0,2,19.0,Doppio senso,19:00
24,87,19,1,1,8,0,1,19.0,Senso unico,19:00
24,15,150,2,7,2,0,2,19.0,Doppio senso,19:00
24,60,6,2,7,4,0,4,20.0,Doppio senso,20:00
24,30,62,2,1,5,0,1,20.0,Doppio senso,20:00
24,59,11,2,7,5,0,1,20.0,Doppio senso,20:00
24,21,116,2,1,2,0,1,20.0,Doppio senso,20:00
24,30,21,2,1,2,0,2,21.0,Doppio senso,21:00
24,26,36,2,1,10,0,1,21.0,Doppio senso,21:00
24,93,13,2,1,10,0,2,2.0,Doppio senso,02:00
24,108,14,2,1,8,0,1,4.0,Doppio senso,04:00
24,58,110,2,2,2,0,1,5.0,Doppio senso,05:00
24,69,55,2,1,6,0,1,5.0,Doppio senso,05:00
24,17,75,2,1,5,0,1,5.0,Doppio senso,05:00
24,98,56,2,2,3,0,1,5.0,Doppio senso,05:00
24,58,79,2,7,2,0,2,6.0,Doppio senso,06:00
24,13,137,2,1,2,0,2,6.0,Doppio senso,06:00
24,82,5,2,1,6,0,0,6.0,Doppio senso,06:00
24,77,21,3,1,2,0,4,6.0,Due carreggiate,06:00
24,23,81,2,2,4,0,1,6.0,Doppio senso,06:00
24,22,228,2,1,10,0,1,6.0,Doppio senso,06:00
24,16,135,2,1,3,0,1,7.0,Doppio senso,07:00
24,66,98,2,1,4,0,1,8.0,Doppio senso,08:00
24,111,84,1,1,4,0,1,8.0,Senso unico,08:00
24,21,30,2,1,5,0,1,10.0,Doppio senso,10:00
24,83,99,2,1,5,0,1,10.0,Doppio senso,10:00
24,98,6,2,7,10,0,2,12.0,Doppio senso,12:00
24,19,21,1,7,8,0,1,12.0,Senso unico,12:00
24,42,6,2,1,4,0,1,13.0,Doppio senso,13:00
24,54,17,2,1,5,0,1,13.0,Doppio senso,13:00
24,56,59,3,7,3,0,1,13.0,Due carreggiate,13:00
24,64,50,2,1,2,0,2,13.0,Doppio senso,13:00
24,56,21,2,7,2,0,2,13.0,Doppio senso,13:00
24,13,123,2,1,10,0,2,13.0,Doppio senso,13:00
24,63,7,2,1,1,0,2,14.0,Doppio senso,14:00
24,65,7,1,1,8,0,1,14.0,Senso unico,14:00
24,93,7,2,1,4,0,1,14.0,Doppio senso,14:00
24,83,92,2,1,10,0,1,15.0,Doppio senso,15:00
24,63,3,1,1,8,0,0,16.0,Senso unico,16:00
24,19,68,2,2,4,0,2,16.0,Doppio senso,16:00
24,65,70,1,7,8,0,1,16.0,Senso unico,16:00
24,59,19,2,1,4,0,1,17.0,Doppio senso,17:00
24,27,14,1,2,5,0,1,17.0,Senso unico,17:00
24,66,51,2,1,8,0,1,18.0,Doppio senso,18:00
24,43,53,3,1,4,0,1,18.0,Due carreggiate,18:00
24,15,226,2,1,4,0,2,18.0,Doppio senso,18:00
24,77,22,2,1,4,0,4,18.0,Doppio senso,18:00
24,21,22,2,7,2,0,3,18.0,Doppio senso,18:00
24,58,24,2,1,5,0,1,18.0,Doppio senso,18:00
24,54,1,2,1,2,0,1,19.0,Doppio senso,19:00
24,68,12,1,1,4,0,1,19.0,Senso unico,19:00
24,19,82,2,2,10,0,1,19.0,Doppio senso,19:00
24,64,38,2,1,10,0,1,20.0,Doppio senso,20:00
24,108,54,2,7,2,0,1,20.0,Doppio senso,20:00
24,12,131,2,1,4,0,3,20.0,Doppio senso,20:00
24,16,113,2,7,2,0,1,21.0,Doppio senso,21:00
24,27,10,2,2,2,0,4,21.0,Doppio senso,21:00
24,27,33,2,7,10,0,1,22.0,Doppio senso,22:00
24,19,46,2,2,4,0,2,22.0,Doppio senso,22:00
24,60,7,2,1,2,0,1,22.0,Doppio senso,22:00
24,13,3,2,1,3,0,2,23.0,Doppio senso,23:00
24,87,23,2,1,2,0,3,23.0,Doppio senso,23:00
24,15,168,2,1,1,0,4,23.0,Doppio senso,23:00
24,42,25,2,2,10,0,1,0.0,Doppio senso,00:00
24,16,73,2,1,10,0,1,0.0,Doppio senso,00:00
24,65,88,2,1,2,0,1,1.0,Doppio senso,01:00
24,59,8,2,1,2,0,1,1.0,Doppio senso,01:00
24,12,38,2,7,8,0,1,2.0,Doppio senso,02:00
24,26,66,2,2,10,0,2,2.0,Doppio senso,02:00
24,13,41,2,1,8,0,1,2.0,Doppio senso,02:00
24,54,51,2,1,8,0,1,3.0,Doppio senso,03:00
24,28,76,2,2,10,0,2,5.0,Doppio senso,05:00
24,7,66,2,1,8,0,2,5.0,Doppio senso,05:00
24,87,29,3,1,4,0,2,5.0,Due carreggiate,05:00
24,26,63,2,2,8,0,1,6.0,Doppio senso,06:00
24,15,105,2,1,5,0,1,6.0,Doppio senso,06:00
24,108,39,2,1,6,0,2,6.0,Doppio senso,06:00
24,26,65,2,1,3,0,3,6.0,Doppio senso,06:00
24,111,62,2,1,3,0,2,8.0,Doppio senso,08:00
24,109,17,2,1,10,0,1,9.0,Doppio senso,09:00
24,22,229,2,1,1,0,2,9.0,Doppio senso,09:00
24,30,127,1,7,2,0,1,10.0,Senso unico,10:00
24,67,25,2,1,2,0,1,10.0,Doppio senso,10:00
24,56,45,2,1,2,0,1,10.0,Doppio senso,10:00
24,16,5,2,1,2,0,1,10.0,Doppio senso,10:00
24,59,5,3,1,2,0,1,10.0,Due carreggiate,10:00
24,93,22,2,1,10,0,1,11.0,Doppio senso,11:00
24,21,97,2,1,2,0,2,11.0,Doppio senso,11:00
24,91,60,2,1,10,1,0,11.0,Doppio senso,11:00
24,16,75,2,1,2,0,1,11.0,Doppio senso,11:00
24,17,40,3,1,4,0,1,11.0,Due carreggiate,11:00
24,9,56,1,1,5,0,1,11.0,Senso unico,11:00
24,19,16,2,1,3,0,1,11.0,Doppio senso,11:00
24,95,79,2,1,2,0,2,12.0,Doppio senso,12:00
24,26,56,2,1,2,0,1,12.0,Doppio senso,12:00
24,22,53,2,1,4,0,2,12.0,Doppio senso,12:00
24,58,6,1,1,5,0,1,12.0,Senso unico,12:00
24,69,15,2,1,1,0,1,13.0,Doppio senso,13:00
24,59,7,1,1,3,0,1,13.0,Senso unico,13:00
24,41,71,2,1,2,0,2,13.0,Doppio senso,13:00
24,8,55,2,1,6,0,1,13.0,Doppio senso,13:00
24,21,41,2,1,4,0,2,13.0,Doppio senso,13:00
24,66,36,2,1,2,0,1,14.0,Doppio senso,14:00
24,60,23,2,7,2,0,2,14.0,Doppio senso,14:00
24,20,66,2,1,4,0,2,14.0,Doppio senso,14:00
24,42,25,2,1,2,0,1,14.0,Doppio senso,14:00
24,56,50,2,1,4,0,2,15.0,Doppio senso,15:00
24,111,87,2,1,2,0,1,15.0,Doppio senso,15:00
24,43,53,2,1,2,0,2,15.0,Doppio senso,15:00
24,91,10,2,1,1,0,3,16.0,Doppio senso,16:00
24,97,6,2,1,4,0,1,16.0,Doppio senso,16:00
24,21,62,2,1,4,0,1,16.0,Doppio senso,16:00
24,65,75,2,2,8,0,1,16.0,Doppio senso,16:00
24,64,21,2,7,10,0,1,16.0,Doppio senso,16:00
24,56,57,2,1,4,0,1,17.0,Doppio senso,17:00
24,66,28,2,1,3,0,3,18.0,Doppio senso,18:00
24,12,75,2,1,8,0,1,18.0,Doppio senso,18:00
24,23,55,3,2,4,0,3,18.0,Due carreggiate,18:00
24,59,32,2,1,4,0,2,18.0,Doppio senso,18:00
24,30,123,1,7,4,0,1,18.0,Senso unico,18:00
24,67,1,2,1,1,0,2,19.0,Doppio senso,19:00
24,42,13,2,1,2,0,2,19.0,Doppio senso,19:00
24,98,32,2,7,8,0,1,19.0,Doppio senso,19:00
24,92,105,2,7,2,0,1,19.0,Doppio senso,19:00
24,16,172,1,1,2,0,1,20.0,Senso unico,20:00
24,65,84,2,1,5,0,1,20.0,Doppio senso,20:00
24,108,28,2,1,2,1,0,20.0,Doppio senso,20:00
24,77,31,2,1,8,0,1,21.0,Doppio senso,21:00
24,43,42,3,1,4,0,7,21.0,Due carreggiate,21:00
24,65,22,2,1,3,0,4,21.0,Doppio senso,21:00
24,26,46,2,1,2,0,1,21.0,Doppio senso,21:00
24,16,179,2,1,8,0,2,21.0,Doppio senso,21:00
24,64,75,2,7,3,0,0,21.0,Doppio senso,21:00
24,59,28,2,1,10,0,1,22.0,Doppio senso,22:00
24,58,72,2,1,5,0,1,22.0,Doppio senso,22:00
24,87,33,2,7,8,0,3,23.0,Doppio senso,23:00
24,76,60,2,1,10,0,2,0.0,Doppio senso,00:00
24,83,5,2,1,2,0,4,0.0,Doppio senso,00:00
24,87,17,1,1,3,0,1,0.0,Senso unico,00:00
24,23,43,2,2,10,0,2,1.0,Doppio senso,01:00
24,58,111,1,1,8,0,1,1.0,Senso unico,01:00
24,58,111,1,1,8,0,1,2.0,Senso unico,02:00
24,65,67,2,1,8,0,2,2.0,Doppio senso,02:00
24,64,121,2,6,8,0,3,3.0,Doppio senso,03:00
24,42,2,1,2,8,0,1,3.0,Senso unico,03:00
24,54,37,2,1,8,0,1,3.0,Doppio senso,03:00
24,98,31,1,7,8,0,1,3.0,Senso unico,03:00
24,59,1,2,1,8,0,1,3.0,Doppio senso,03:00
24,43,15,2,7,10,0,1,4.0,Doppio senso,04:00
24,42,35,2,2,10,0,1,5.0,Doppio senso,05:00
24,23,22,2,2,10,0,4,6.0,Doppio senso,06:00
24,95,23,1,1,2,0,4,6.0,Senso unico,06:00
24,16,240,2,1,4,0,1,7.0,Doppio senso,07:00
24,76,80,2,1,4,0,1,9.0,Doppio senso,09:00
24,16,143,1,1,2,0,1,9.0,Senso unico,09:00
24,23,52,2,1,2,0,1,11.0,Doppio senso,11:00
24,66,25,2,1,1,0,3,12.0,Doppio senso,12:00
24,65,31,2,1,2,0,2,12.0,Doppio senso,12:00
24,30,58,2,1,10,0,1,14.0,Doppio senso,14:00
24,12,40,2,1,10,0,1,15.0,Doppio senso,15:00
24,65,72,2,1,4,0,1,15.0,Doppio senso,15:00
24,15,76,2,1,5,0,1,15.0,Doppio senso,15:00
24,26,3,2,1,2,1,4,15.0,Doppio senso,15:00
24,31,23,2,1,10,0,1,17.0,Doppio senso,17:00
24,30,85,2,1,10,0,1,17.0,Doppio senso,17:00
24,54,54,2,1,5,0,1,17.0,Doppio senso,17:00
24,21,8,2,1,4,0,1,17.0,Doppio senso,17:00
24,111,96,2,1,10,0,2,17.0,Doppio senso,17:00
24,92,108,1,1,2,0,2,17.0,Senso unico,17:00
24,70,78,2,1,2,0,2,18.0,Doppio senso,18:00
24,22,139,2,1,2,0,1,18.0,Doppio senso,18:00
24,56,38,2,1,5,0,1,18.0,Doppio senso,18:00
24,18,166,2,1,10,0,1,18.0,Doppio senso,18:00
24,26,71,2,7,4,0,3,18.0,Doppio senso,18:00
24,14,20,2,1,5,0,1,19.0,Doppio senso,19:00
24,44,2,2,1,2,0,4,19.0,Doppio senso,19:00
24,15,176,2,2,4,0,1,19.0,Doppio senso,19:00
24,76,33,2,1,2,0,1,19.0,Doppio senso,19:00
24,44,20,2,7,2,0,1,19.0,Doppio senso,19:00
24,60,38,2,1,8,0,1,19.0,Doppio senso,19:00
24,63,23,1,1,2,0,1,21.0,Senso unico,21:00
24,65,78,2,1,3,0,1,21.0,Doppio senso,21:00
24,58,104,2,1,2,0,1,21.0,Doppio senso,21:00
24,12,54,1,1,6,0,4,23.0,Senso unico,23:00
24,22,150,2,1,10,0,1,23.0,Doppio senso,23:00
24,23,43,2,2,10,0,1,0.0,Doppio senso,00:00
24,90,69,1,1,6,0,1,3.0,Senso unico,03:00
24,109,37,2,1,8,0,2,4.0,Doppio senso,04:00
24,16,198,3,1,8,0,1,4.0,Due carreggiate,04:00
24,55,22,2,1,1,0,2,5.0,Doppio senso,05:00
24,26,21,2,1,10,0,1,6.0,Doppio senso,06:00
24,28,63,2,2,6,0,1,6.0,Doppio senso,06:00
24,26,58,2,1,2,0,3,6.0,Doppio senso,06:00
24,23,69,1,2,2,0,1,6.0,Senso unico,06:00
24,26,21,2,1,3,0,4,7.0,Doppio senso,07:00
24,92,37,2,1,5,0,2,8.0,Doppio senso,08:00
24,57,64,2,1,8,0,1,8.0,Doppio senso,08:00
24,41,67,1,1,5,0,1,8.0,Senso unico,08:00
24,17,24,2,1,10,0,1,8.0,Doppio senso,08:00
24,95,21,2,1,2,0,2,9.0,Doppio senso,09:00
24,10,28,1,1,4,0,1,9.0,Senso unico,09:00
24,58,42,2,1,5,0,1,9.0,Doppio senso,09:00
24,30,190,2,1,2,0,1,9.0,Doppio senso,09:00
24,30,129,2,1,2,0,1,9.0,Doppio senso,09:00
24,15,248,2,1,5,0,1,10.0,Doppio senso,10:00
24,14,5,2,1,5,1,0,10.0,Doppio senso,10:00
24,83,10,2,7,3,0,1,10.0,Doppio senso,10:00
24,43,53,2,1,4,0,1,11.0,Doppio senso,11:00
24,15,2,2,2,5,0,1,11.0,Doppio senso,11:00
24,93,31,2,1,5,0,1,12.0,Doppio senso,12:00
24,26,79,2,1,4,0,1,12.0,Doppio senso,12:00
24,9,57,3,1,2,0,1,13.0,Due carreggiate,13:00
24,28,75,2,1,2,0,2,13.0,Doppio senso,13:00
24,58,32,2,1,4,0,2,13.0,Doppio senso,13:00
24,13,145,2,1,3,0,1,14.0,Doppio senso,14:00
24,60,6,2,1,2,0,3,14.0,Doppio senso,14:00
24,62,74,2,1,4,0,2,15.0,Doppio senso,15:00
24,97,54,2,1,4,0,1,15.0,Doppio senso,15:00
24,61,36,2,1,1,0,2,15.0,Doppio senso,15:00
24,30,129,2,1,5,0,1,16.0,Doppio senso,16:00
24,17,150,1,1,3,0,1,16.0,Senso unico,16:00
24,13,85,2,1,10,0,1,16.0,Doppio senso,16:00
24,65,2,2,1,4,0,1,16.0,Doppio senso,16:00
24,58,46,2,1,2,0,1,18.0,Doppio senso,18:00
24,12,90,2,1,8,0,1,18.0,Doppio senso,18:00
24,28,17,2,1,10,0,1,19.0,Doppio senso,19:00
24,9,15,2,1,2,0,1,19.0,Doppio senso,19:00
24,108,50,3,1,5,0,1,19.0,Due carreggiate,19:00
24,28,99,2,1,8,0,2,19.0,Doppio senso,19:00
24,76,80,2,7,2,0,5,19.0,Doppio senso,19:00
24,10,47,2,1,1,0,1,19.0,Doppio senso,19:00
24,30,16,2,1,2,0,1,19.0,Doppio senso,19:00
24,63,63,1,1,4,0,3,20.0,Senso unico,20:00
24,63,25,2,1,3,0,1,20.0,Doppio senso,20:00
24,42,2,1,1,4,0,1,20.0,Senso unico,20:00
24,63,82,2,1,2,0,1,20.0,Doppio senso,20:00
24,93,37,2,7,2,0,1,20.0,Doppio senso,20:00
24,10,15,1,1,6,0,1,22.0,Senso unico,22:00
24,63,80,2,1,2,0,2,22.0,Doppio senso,22:00
24,54,1,2,1,2,0,3,23.0,Doppio senso,23:00
24,58,86,2,1,8,0,1,2.0,Doppio senso,02:00
24,15,243,2,2,5,0,1,6.0,Doppio senso,06:00
24,63,62,3,1,4,0,1,6.0,Due carreggiate,06:00
24,111,71,2,1,2,0,2,6.0,Doppio senso,06:00
24,21,116,2,1,8,0,1,6.0,Doppio senso,06:00
24,63,71,2,1,2,0,1,6.0,Doppio senso,06:00
24,95,19,2,1,10,0,1,7.0,Doppio senso,07:00
24,27,4,2,2,3,0,1,7.0,Doppio senso,07:00
24,16,81,2,1,5,0,2,7.0,Doppio senso,07:00
24,21,23,3,1,2,0,1,7.0,Due carreggiate,07:00
24,15,213,2,1,10,0,1,7.0,Doppio senso,07:00
24,42,45,2,1,2,0,1,7.0,Doppio senso,07:00
24,55,21,2,1,2,0,4,8.0,Doppio senso,08:00
24,66,84,2,1,2,0,2,8.0,Doppio senso,08:00
24,60,25,2,1,1,0,1,8.0,Doppio senso,08:00
24,88,11,3,1,5,0,1,8.0,Due carreggiate,08:00
24,27,7,2,1,2,0,1,8.0,Doppio senso,08:00
24,67,41,2,1,2,0,1,11.0,Doppio senso,11:00
24,69,84,2,1,4,0,3,11.0,Doppio senso,11:00
24,54,50,2,1,2,0,1,12.0,Doppio senso,12:00
24,84,33,1,1,2,0,2,12.0,Senso unico,12:00
24,83,89,2,1,4,0,1,12.0,Doppio senso,12:00
24,65,25,2,1,2,0,1,12.0,Doppio senso,12:00
24,26,15,1,1,4,0,1,12.0,Senso unico,12:00
24,66,28,2,1,2,0,1,12.0,Doppio senso,12:00
24,17,161,2,1,3,0,1,12.0,Doppio senso,12:00
24,42,18,2,1,10,0,1,13.0,Doppio senso,13:00
24,63,80,2,1,2,0,1,13.0,Doppio senso,13:00
24,94,47,2,1,8,0,1,14.0,Doppio senso,14:00
24,25,21,2,1,3,0,1,14.0,Doppio senso,14:00
24,43,55,2,1,4,0,1,14.0,Doppio senso,14:00
24,54,12,2,1,2,0,1,14.0,Doppio senso,14:00
24,16,220,1,1,4,0,2,14.0,Senso unico,14:00
24,44,66,2,1,5,0,1,14.0,Doppio senso,14:00
24,13,45,2,1,8,0,1,14.0,Doppio senso,14:00
24,63,23,1,1,4,0,4,15.0,Senso unico,15:00
24,63,85,2,1,8,0,1,16.0,Doppio senso,16:00
24,64,42,2,1,10,0,1,16.0,Doppio senso,16:00
24,58,111,2,1,10,0,1,16.0,Doppio senso,16:00
